Brand_Name,Policy_Name,Cashless_Hospitals,Coverage_Amount,Monthly_Premium,Annual_Premium,Claim_Settlement_Ratio,Links
ICICI Lombard,Elevate + BeFit,12,5000000,1437,17243,99.8,https://www.icicilombard.com/health-insurance
ICICI Lombard,Health AdvantEdge Plus 2.0 With Befit,12,5000000,2061,24730,99.8,https://www.icicilombard.com/health-insurance
ICICI Lombard,Health AdvantEdge Plus 2.0 with Claim Protector and Befit,12,5000000,2061,24730,99.8,https://www.icicilombard.com/health-insurance
ICICI Lombard,Health AdvantEdge Plus 2.0 with Claim + SI Protector + Befit,12,5000000,2092,25100,99.8,https://www.icicilombard.com/health-insurance
ICICI Lombard,Health AdvantEdge Plus 2.0 With SI Protector and Befit,12,5000000,2092,25100,99.8,https://www.icicilombard.com/health-insurance
Reliance,Health Gain Prime,15,5000000,1497,17958,99.9,https://www.reliancegeneral.co.in/health-insurance/health-gain-insurance?wpsrc=Google+Organic+Search
Reliance,Health Infinity With More Time,15,5000000,1573,18879,99.9,https://www.reliancegeneral.co.in/health-insurance/health-gain-insurance?wpsrc=Google+Organic+Search
Reliance,Health Infinity With More Global,15,5000000,1573,18879,99.9,https://www.reliancegeneral.co.in/health-insurance/health-gain-insurance?wpsrc=Google+Organic+Search
Reliance,Health Infinity With More Cover,15,5000000,1573,18879,99.9,https://www.reliancegeneral.co.in/health-insurance/health-gain-insurance?wpsrc=Google+Organic+Search
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 100L,25,5000000,1859,22307,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 50L,25,5000000,1161,13930,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 100L,25,5000000,1177,14124,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 25L,25,5000000,1156,13866,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 50L,25,5000000,1843,22114,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 25L,25,5000000,1837,22049,93.4,https://www.manipalcigna.com/health-insurance
Royal Sundaram,Lifeline Supreme,15,5000000,1420,17042,92,https://www.royalsundaram.in/health-insurance/lifeline/
Royal Sundaram,Lifeline Elite,15,5000000,4943,59319,92,https://www.royalsundaram.in/health-insurance/lifeline/
Universal Sompo,A Plus Silver,20,5000000,1458,17499,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Gold,20,5000000,1510,18125,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Diamond,20,5000000,1706,20473,96,https://www.universalsompo.com/health-insurance
Universal Sompo,Complete HealthCare Insurance - Executive,20,5000000,1877,22526,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Silver + Non medical items,20,5000000,1517,18207,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Gold + Non medical items,20,5000000,1569,18833,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Diamond + Non medical items,20,5000000,1765,21181,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Silver + PED waiting period waiver,20,5000000,1750,21004,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Gold + PED waiting period waiver,20,5000000,1802,21629,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Diamond + PED waiting period waiver,20,5000000,1998,23978,96,https://www.universalsompo.com/health-insurance
Digit Insurance,Double Wallet Plan,10,5000000,1409,16909,96,https://www.godigit.com/health-insurance-policy
Digit Insurance,Infinity Wallet Plan,10,5000000,1689,20262,96,https://www.godigit.com/health-insurance-policy
Digit Insurance,Worldwide Treatment plan,10,5000000,2446,29349,96,https://www.godigit.com/health-insurance-policy
Care Health,Care with Care Shield,15,6000000,6416,76988,93,https://www.careinsurance.com/
Star Health,Young Star Silver,16,7500000,1690,20279,85.8,https://www.starhealth.in/health-insurance/
Star Health,Young Star Gold,16,7500000,1802,21628,85.8,https://www.starhealth.in/health-insurance/
Star Health,Assure Insurance Policy,16,7500000,1886,22635,85.8,https://www.starhealth.in/health-insurance/
Star Health,Comprehensive Individual,16,7500000,2068,24815,85.8,https://www.starhealth.in/health-insurance/
Star Health,Comprehensive with PED Buy Back,16,7500000,2688,32260,85.8,https://www.starhealth.in/health-insurance/
Star Health,Smart Health Pro,16,7500000,1481,17767,85.8,https://www.starhealth.in/health-insurance/
Aditya Birla,Activ One Max,14,7500000,1512,18138,96,https://www.adityabirlacapital.com/healthinsurance/homepage
ICICI Lombard,Health AdvantEdge Plus 2.0 With Befit,12,7500000,2299,27583,99.8,https://www.icicilombard.com/health-insurance
ICICI Lombard,Health AdvantEdge Plus 2.0 with Claim Protector and Befit,12,7500000,2299,27583,99.8,https://www.icicilombard.com/health-insurance
ICICI Lombard,Health AdvantEdge Plus 2.0 with Claim + SI Protector + Befit,12,7500000,2330,27954,99.8,https://www.icicilombard.com/health-insurance
ICICI Lombard,Health AdvantEdge Plus 2.0 With SI Protector and Befit,12,7500000,2330,27954,99.8,https://www.icicilombard.com/health-insurance
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 100L,25,7500000,2106,25277,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 50L,25,7500000,1212,14545,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 100L,25,7500000,1229,14747,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 25L,25,7500000,1206,14477,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 50L,25,7500000,2090,25075,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 25L,25,7500000,2084,25008,93.4,https://www.manipalcigna.com/health-insurance
Universal Sompo,A Plus Silver,20,7500000,1733,20792,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Gold,20,7500000,1789,21464,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Diamond,20,7500000,1993,23919,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Silver + Non medical items,20,7500000,1802,21629,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Gold + Non medical items,20,7500000,1859,22302,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Diamond + Non medical items,20,7500000,2063,24756,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Silver + PED waiting period waiver,20,7500000,2084,25004,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Gold + PED waiting period waiver,20,7500000,2140,25677,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Diamond + PED waiting period waiver,20,7500000,2344,28131,96,https://www.universalsompo.com/health-insurance
Care Health,Care Supreme Discounted + Wellness Benefit + Air Ambulance + NCB Super,15,10000000,1659,19908,93,https://www.careinsurance.com/
Care Health,Care Supreme Discounted (Quarterly) + Wellness Benefit + Air Ambulance + NCB Super,15,10000000,1709,"20,508",93,https://www.careinsurance.com/
Care Health,Care with Care Shield,15,7500000,7831,93969,93,https://www.careinsurance.com/
Star Health,Young Star Silver,16,7500000,1690,20279,85.8,https://www.starhealth.in/health-insurance/
Star Health,Young Star Gold,16,7500000,1802,21628,85.8,https://www.starhealth.in/health-insurance/
Star Health,Assure Insurance Policy,16,7500000,1886,22635,85.8,https://www.starhealth.in/health-insurance/
Star Health,Comprehensive Individual,16,7500000,2068,24815,85.8,https://www.starhealth.in/health-insurance/
Star Health,Comprehensive with PED Buy Back,16,7500000,2688,32260,85.8,https://www.starhealth.in/health-insurance/
Star Health,Smart Health Pro,16,7500000,1481,17767,85.8,https://www.starhealth.in/health-insurance/
Niva Bupa,Reassure 2.0 Platinum+ (Direct),16,10000000,2299,27584,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Reassure 2.0 Titanium+ (Direct),16,10000000,2356,28266,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Reassure 2.0 Bronze+(Direct),16,10000000,2158,25894,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Aspire Gold + (Direct),16,10000000,1803,21638,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Aspire Diamond + (Direct),16,10000000,2031,24377,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Aspire Platinum + (Direct),16,10000000,2236,26833,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Aspire Titanium + (Direct),16,10000000,2250,27000,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Health Companion,16,10000000,2594,31130,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Health Companion + Safeguard,16,10000000,2789,33465,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Health Premia Platinum,16,10000000,5302,63627,92,https://www.nivabupa.com/health-insurance-plans.html
Aditya Birla,Activ One Max,14,7500000,1512,18138,96,https://www.adityabirlacapital.com/healthinsurance/homepage
Aditya Birla,Active Health Platinum - Enhanced,14,10000000,2015,24182,96,https://www.adityabirlacapital.com/healthinsurance/homepage
ICICI Lombard,Elevate + BeFit,12,10000000,1670,20039,99.8,https://www.icicilombard.com/health-insurance
ICICI Lombard,Health AdvantEdge Plus 2.0 With Befit,12,7500000,2299,27583,99.8,https://www.icicilombard.com/health-insurance
ICICI Lombard,Health AdvantEdge Plus 2.0 with Claim Protector and Befit,12,7500000,2299,27583,99.8,https://www.icicilombard.com/health-insurance
ICICI Lombard,Health AdvantEdge Plus 2.0 with Claim + SI Protector + Befit,12,7500000,2330,27954,99.8,https://www.icicilombard.com/health-insurance
ICICI Lombard,Health AdvantEdge Plus 2.0 With SI Protector and Befit,12,7500000,2330,27954,99.8,https://www.icicilombard.com/health-insurance
Reliance,Health Gain Prime,15,10000000,1843,22120,99.9,https://www.reliancegeneral.co.in/health-insurance/health-gain-insurance?wpsrc=Google+Organic+Search
Reliance,Health Infinity With More Time,15,10000000,1848,22176,99.9,https://www.reliancegeneral.co.in/health-insurance/health-gain-insurance?wpsrc=Google+Organic+Search
Reliance,Health Infinity With More Global,15,10000000,1848,22176,99.9,https://www.reliancegeneral.co.in/health-insurance/health-gain-insurance?wpsrc=Google+Organic+Search
Reliance,Health Infinity With More Cover,15,10000000,1848,22176,99.9,https://www.reliancegeneral.co.in/health-insurance/health-gain-insurance?wpsrc=Google+Organic+Search
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 100L,25,7500000,2106,25277,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 50L,25,7500000,1212,14545,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 100L,25,7500000,1229,14747,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 25L,25,7500000,1206,14477,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 50L,25,7500000,2090,25075,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 25L,25,7500000,2084,25008,93.4,https://www.manipalcigna.com/health-insurance
Royal Sundaram,Lifeline Supreme,15,10000000,1583,18991,92,https://www.royalsundaram.in/health-insurance/lifeline/
Royal Sundaram,Lifeline Elite,15,10000000,5641,67695,92,https://www.royalsundaram.in/health-insurance/lifeline/
Universal Sompo,A Plus Silver,20,7500000,1733,20792,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Gold,20,7500000,1789,21464,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Diamond,20,7500000,1993,23919,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Silver + Non medical items,20,7500000,1802,21629,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Gold + Non medical items,20,7500000,1859,22302,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Diamond + Non medical items,20,7500000,2063,24756,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Silver + PED waiting period waiver,20,7500000,2084,25004,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Gold + PED waiting period waiver,20,7500000,2140,25677,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Diamond + PED waiting period waiver,20,7500000,2344,28131,96,https://www.universalsompo.com/health-insurance
Digit Insurance,Double Wallet Plan,10,10000000,1613,19352,96,https://www.godigit.com/health-insurance-policy
Digit Insurance,Infinity Wallet Plan,10,10000000,1932,23189,96,https://www.godigit.com/health-insurance-policy
Digit Insurance,Worldwide Treatment plan,10,10000000,3447,41360,96,https://www.godigit.com/health-insurance-policy
